2.357	-0.38
2.349	-0.38
2.330	-0.38
2.326	-0.38
2.343	-0.38
2.349	-0.38
2.350	-0.38
2.363	-0.38
2.390	-0.38
2.396	-0.38
2.398	-0.38
2.379	-0.38
2.369	-0.38
2.363	-0.38
2.358	-0.38
2.348	-0.38
2.464	-0.38
3.128	-0.38
3.202	-0.38
3.916	-0.38
3.618	-0.38
3.444	-0.38
3.107	-0.38
3.15	-0.38
3.885	-0.38
3.300	-0.39
3.471	-0.38
3.838	-0.38
3.421	-0.38
4.809	-0.38
4.359	-0.38
3.6	-0.38
3.987	-0.38
4.352	-0.38
6.146	-0.38
9.921	-0.38
-66.3	-0.38
18.39	-0.38
3.900	-0.38
4.636	-0.38
13.36	-0.38
-7.48	-0.38
-1.91	-0.38
2.295	-0.38
2.296	-0.38
2.347	-0.38
3.050	-0.39
2.933	-0.39
3.294	-0.39
3.253	-0.39
3.076	-0.39
3.023	-0.39
3.003	-0.39
3.054	-0.39
3.281	-0.39
3.136	-0.39
2.950	-0.39
3.195	-0.39
2.836	-0.39
3.206	-0.39
2.787	-0.39
3.034	-0.39
3.339	-0.39
3.328	-0.39
3.541	-0.39
3.291	-0.39
3.216	-0.39
7.039	-0.39
4.274	-0.39
5.132	-0.39
4.179	-0.39
3.931	-0.39
3.700	-0.39
4.428	-0.39
4.189	-0.39
5.106	-0.39
3.835	-0.39
6.079	-0.39
4.432	-0.39
4.955	-0.39
6.214	-0.40
6.783	-0.40
4.296	-0.40
5.833	-0.40
3.076	-0.40
9.097	-0.40
4.950	-0.40
5.436	-0.40
5.378	-0.40
-8.05	-0.39
3.910	-0.39
5.936	-0.39
3.577	-0.39
15	-0.39
-45.4	-0.39
3.885	-0.39
3.426	-0.39
3.730	-0.40
3.032	-0.40
8.857	-0.40
-6.27	-0.40
-3.14	-0.40
4.472	-0.40
-0.91	-0.40
-1.03	-0.40
-1.41	-0.40
2.5	-0.39
2.578	-0.39
2.683	-0.39
3.023	-0.39
2.806	-0.39
2.956	-0.39
2.982	-0.39
3.088	-0.39
2.980	-0.39
3.095	-0.39
2.760	-0.39
2.772	-0.39
2.784	-0.39
4.850	-0.39
5.496	-0.39
4.754	-0.39
4.424	-0.39
3.758	-0.39
5.283	-0.39
5.228	-0.39
5.460	-0.39
4.883	-0.39
3.772	-0.39
4.476	-0.39
5.132	-0.39
3.473	-0.39
5.310	-0.39
4.2	-0.39
4.516	-0.39
4.025	-0.39
4.417	-0.39
4	-0.39
3.789	-0.39
5.075	-0.39
5.860	-0.39
6.363	-0.39
6.990	-0.39
5.378	-0.39
5.496	-0.39
6.436	-0.39
8.920	-0.39
9.786	-0.39
7.477	-0.39
-11.0	-0.39
6.307	-0.39
7.325	-0.39
27.24	-0.39
4.598	-0.39
4.594	-0.39
5	-0.39
15.36	-0.39
2.584	-0.39
4.015	-0.39
4.210	-0.39
4.054	-0.39
4.318	-0.39
3.809	-0.39
7.875	-0.39
8.428	-0.40
9.016	-0.40
