2.193	-0.39
2.197	-0.39
2.200	-0.39
2.202	-0.39
2.204	-0.39
2.205	-0.39
2.209	-0.39
2.212	-0.39
2.213	-0.39
2.216	-0.39
2.218	-0.39
2.220	-0.39
2.222	-0.39
2.530	-0.39
2.528	-0.39
2.575	-0.39
2.564	-0.39
2.625	-0.39
2.584	-0.39
2.663	-0.39
2.548	-0.39
2.585	-0.39
2.536	-0.39
2.555	-0.39
2.530	-0.39
2.560	-0.39
2.507	-0.39
2.523	-0.39
2.526	-0.39
2.549	-0.39
2.559	-0.39
2.557	-0.39
2.587	-0.39
2.544	-0.39
2.5	-0.39
2.549	-0.39
2.559	-0.39
2.651	-0.39
2.614	-0.39
2.626	-0.39
2.623	-0.39
2.668	-0.39
2.823	-0.39
2.679	-0.39
2.610	-0.39
2.450	-0.39
2.416	-0.39
2.536	-0.39
2.549	-0.39
2.649	-0.39
2.517	-0.39
2.512	-0.39
2.424	-0.40
2.377	-0.40
2.459	-0.39
2.414	-0.40
2.553	-0.40
2.708	-0.40
-10.1	-0.40
5.853	-0.40
18.19	-0.40
2.315	-0.40
2.322	-0.40
2.324	-0.40
2.324	-0.40
2.926	-0.40
5.350	-0.40
6.138	-0.40
5.799	-0.40
6.323	-0.40
7.949	-0.40
10.83	-0.40
7.741	-0.40
6.292	-0.40
5.874	-0.40
4.846	-0.40
5.846	-0.40
6.875	-0.40
5.773	-0.40
5.894	-0.40
280	-0.40
-4.05	-0.40
3.769	-0.40
2.804	-0.40
2.322	-0.39
2.316	-0.39
2.318	-0.39
2.319	-0.39
2.322	-0.39
3.281	-0.39
3.021	-0.39
2.894	-0.39
2.966	-0.39
2.875	-0.39
3.281	-0.39
2.669	-0.39
2.755	-0.39
2.982	-0.39
2.984	-0.39
2.994	-0.39
3.003	-0.39
2.950	-0.39
2.904	-0.39
2.734	-0.39
5.271	-0.39
5.266	-0.39
5.029	-0.39
5.779	-0.39
4.483	-0.39
4.440	-0.39
4.772	-0.39
4.520	-0.39
4.193	-0.39
4.424	-0.39
4.536	-0.39
3.803	-0.39
3.566	-0.39
3.304	-0.39
3.838	-0.39
3.747	-0.39
3.738	-0.39
3.741	-0.39
3.602	-0.39
4.080	-0.39
4.260	-0.39
3.856	-0.39
3.952	-0.39
3.522	-0.39
3.514	-0.39
3.566	-0.39
3.366	-0.39
3.916	-0.39
3.789	-0.39
3.554	-0.39
3.304	-0.39
3.618	-0.39
3.253	-0.39
3.678	-0.39
3.378	-0.39
3.113	-0.39
3.463	-0.39
3.389	-0.39
3.577	-0.39
3.741	-0.39
3.897	-0.39
2.862	-0.39
4.228	-0.39
3.522	-0.39
3.073	-0.39
3.449	-0.39
3.257	-0.39
3.289	-0.39
3.393	-0.39
3.919	-0.39
5.04	-0.39
4.161	-0.39
3.423	-0.39
5.034	-0.39
3.304	-0.39
2.655	-0.40
2.483	-0.40
2.921	-0.40
2.392	-0.40
2.371	-0.40
2.306	-0.40
2.305	-0.40
2.303	-0.40
2.300	-0.40
2.303	-0.39
2.417	-0.39
2.580	-0.39
2.574	-0.39
2.568	-0.39
2.567	-0.39
2.567	-0.39
2.568	-0.39
2.568	-0.39
2.576	-0.39
2.566	-0.39
2.567	-0.39
2.546	-0.39
2.474	-0.39
2.496	-0.39
2.562	-0.39
2.553	-0.40
2.533	-0.40
2.544	-0.40
2.516	-0.40
2.516	-0.40
2.539	-0.40
4.333	-0.40
4.777	-0.40
4.035	-0.40
5.581	-0.40
4.8	-0.40
4.907	-0.40
4.628	-0.40
4.701	-0.40
5.294	-0.40
4.855	-0.40
3.803	-0.40
4.577	-0.40
4.009	-0.40
4.352	-0.40
4.203	-0.40
4.931	-0.40
4.041	-0.39
3.234	-0.39
4.196	-0.39
2.751	-0.39
2.740	-0.39
2.773	-0.39
2.597	-0.39
2.509	-0.39
2.699	-0.39
2.425	-0.39
2.451	-0.39
2.420	-0.39
2.363	-0.39
2.357	-0.39
2.358	-0.39
2.356	-0.39
2.345	-0.39
2.343	-0.39
2.333	-0.39
2.330	-0.39
2.329	-0.39
2.326	-0.39
2.327	-0.39
2.331	-0.39
2.326	-0.39
2.326	-0.39
2.325	-0.39
2.325	-0.39
2.351	-0.39
2.354	-0.39
2.323	-0.39
2.327	-0.39
2.344	-0.39
2.348	-0.40
2.362	-0.40
2.450	-0.40
2.445	-0.39
2.452	-0.39
2.447	-0.39
2.448	-0.39
2.453	-0.39
2.446	-0.39
2.443	-0.39
2.445	-0.39
2.444	-0.38
2.434	-0.38
2.427	-0.38
2.419	-0.38
2.413	-0.38
2.408	-0.38
2.405	-0.38
2.406	-0.38
2.404	-0.38
2.4	-0.38
2.395	-0.38
2.392	-0.38
2.388	-0.38
2.389	-0.38
2.388	-0.38
2.387	-0.38
2.385	-0.38
2.384	-0.38
2.384	-0.38
2.389	-0.38
2.389	-0.38
2.395	-0.38
2.392	-0.38
2.402	-0.38
2.446	-0.38
2.465	-0.38
2.471	-0.38
2.479	-0.38
2.483	-0.38
2.479	-0.38
2.521	-0.38
2.503	-0.39
2.503	-0.39
2.503	-0.39
2.502	-0.39
2.503	-0.39
2.506	-0.39
2.512	-0.39
2.517	-0.38
2.522	-0.38
2.526	-0.38
2.531	-0.38
2.536	-0.38
2.530	-0.38
2.518	-0.38
2.516	-0.38
2.513	-0.38
2.52	-0.38
2.527	-0.38
2.530	-0.38
2.528	-0.38
2.522	-0.38
2.514	-0.38
2.508	-0.38
2.509	-0.38
2.504	-0.38
2.501	-0.38
2.501	-0.38
2.498	-0.38
2.498	-0.38
2.5	-0.38
2.504	-0.38
2.504	-0.38
2.501	-0.38
2.498	-0.38
2.495	-0.38
2.491	-0.38
2.486	-0.39
2.480	-0.38
2.486	-0.38
2.491	-0.38
2.493	-0.38
2.492	-0.38
2.497	-0.38
2.496	-0.38
2.503	-0.38
2.5	-0.38
2.509	-0.38
2.506	-0.38
2.502	-0.38
2.498	-0.38
2.491	-0.38
2.485	-0.38
2.488	-0.38
2.483	-0.38
2.477	-0.38
2.475	-0.38
2.473	-0.38
2.465	-0.38
2.456	-0.38
2.450	-0.38
2.453	-0.38
2.482	-0.38
2.476	-0.38
2.468	-0.38
2.459	-0.38
2.457	-0.38
2.453	-0.38
2.454	-0.38
2.452	-0.38
2.447	-0.39
2.440	-0.39
2.440	-0.39
2.441	-0.39
2.439	-0.39
2.435	-0.39
2.433	-0.39
2.428	-0.39
2.420	-0.39
2.417	-0.39
2.416	-0.39
2.439	-0.39
2.440	-0.39
2.439	-0.39
2.440	-0.39
2.439	-0.39
2.445	-0.39
2.451	-0.39
2.452	-0.39
2.454	-0.39
2.462	-0.39
2.465	-0.39
2.471	-0.39
2.474	-0.39
2.480	-0.39
